"Chattanooga,TN",35.0456297,-85.3096801
"Columbia,SC",34.0007104,-81.0348144
"Bloomington,IL",40.4842027,-88.99368729999999
"Oklahoma City,OK",35.4675602,-97.5164276
"Columbia,MO",38.9517053,-92.3340724
"Rochester,NY",43.15657789999999,-77.6088465
"Elkhart,IN",41.6819935,-85.9766671
"Altoona,PA",40.5186809,-78.3947359
"Tacoma,WA",47.2528768,-122.4442906
"Paducah,KY",37.0833893,-88.6000478
"Raleigh,NC",35.7795897,-78.6381787
"McAllen,TX",26.2034071,-98.23001239999999
"Minneapolis,MN",44.977753,-93.2650108
"El Paso,TX",31.7618778,-106.4850217
"Jefferson City,MO",38.57670170000001,-92.1735164
"Bakersfield,CA",35.3732921,-119.0187125
"Lexington,KY",38.0405837,-84.5037164
"Pasco,WA",46.2305049,-119.0922316
"Norfolk,VA",36.8507689,-76.28587259999999
"Klamath Falls,OR",42.224867,-121.7816704
"Gainesville,FL",29.6516344,-82.32482619999999
"Fort Pierce,FL",27.4467056,-80.3256056
"Bay City,MI",43.5944677,-83.8888647
"Cadillac,MI",44.2519526,-85.40116189999999
"Yakima,WA",46.6020711,-120.5058987
"Missoula,MT",46.8721284,-113.9940314
"Myrtle Beach,SC",33.6890603,-78.8866943
"Corpus Christi,TX",27.8005828,-97.39638099999999
"Dubuque,IA",42.5005583,-90.66457179999999
"Harsbg,KY",37.8393332,-84.2700179
"Cape Girard,KY",37.2893162,-89.5791448
"Milwaukee,WI",43.0389025,-87.9064736
"Savannah,GA",32.0808989,-81.091203
"Champaign,IL",40.1164204,-88.2433829
"Abilene,TX",32.4487364,-99.73314390000002
"Cedar Rapids,IA",41.9778795,-91.6656232
"Dayton,OH",39.7589478,-84.1916069
"Winston Salem,NC",36.09985959999999,-80.244216
"Grand Rapids,MI",42.9633599,-85.6680863
"Charleston,SC",32.7764749,-79.93105120000001
"Portsmouth,VA",36.8354258,-76.2982742
"Traverse City,MI",44.7630567,-85.62063169999999
"Ames,IA",42.0307812,-93.63191309999999
"Saginaw,MI",43.4194699,-83.9508068
"Lancaster,PA",40.0378755,-76.3055144
"Macon,GA",32.8406946,-83.6324022
"N.Bern,NC",35.108493,-77.04411429999999
"High Point,NC",35.9556923,-80.0053176
"Las Vegas,NV",36.1699412,-115.1398296
"Springfield,IL",39.78172130000001,-89.6501481
"Salt Lake City,UT",40.7607793,-111.8910474
"Portland,OR",45.5122308,-122.6587185
"Cities,TN",36.0931158,-87.5147372
"Richmond,VA",37.5407246,-77.4360481
"Greensboro,NC",36.0726354,-79.7919754
"West Palm Beach,FL",26.7153424,-80.0533746
"Washington,DC",38.9071923,-77.0368707
"Syracuse,NY",43.0481221,-76.14742439999999
"Buffalo,NY",42.88644679999999,-78.8783689
